,UF,Município,Estabelecimento,Tipo,Endereço
503,GO,Goiânia,"CENTRO DE ATENCAO PSICOSSOCIAL AGUA VIVA","CAPS i","RUA DONA MARIQUINHA ESQ C JULES VERNELS, S/N Bairro: NEGRAO DE LIMA CEP: 74650130 Fone: 62 - 35241660"
504,GO,Goiânia,"CENTRO DE ATENCAO PSICOSSOCIAL BEIJA FLOR","CAPS II","AV PRESIDENTE BALDOMIRO, S/N Bairro: JARDIM PRESIDENTE CEP: 74353030 Fone: (62) 32907665"
505,GO,Goiânia,"CENTRO DE ATENCAO PSICOSSOCIAL VIDA","CAPS II","RUA 1139, S/N Bairro: MARISTA CEP: 74180180 Fone: (62) 5241650"
506,GO,Goiânia,"CENTRO DE ATENCAO PSICOSSOCIAL ESPERANCA","CAPS II","RUA SERRA DOS ORGAOS, S/N Bairro: JARDIM PETROPOLIS CEP: 74460250 Fone: (62) 35972214 / 5040"
507,GO,Goiânia,"CENTRO DE ATENCAO PSICOSSOCIAL NOVO MUNDO","CAPS II","AV MANCHESTER, 2000 Bairro: JARDIM DAS AROEIRAS CEP: 74703010 Fone: (62) 35241802"
508,GO,Goianira,"CAPS CIDADE DAS FLORES","CAPS I","RUA JOSE DE PAULA RAMOS, S/N Bairro: SETOR SUL CEP: 75365523 Fone: (062)3593-0218"
509,GO,Goiás,"CAPS DR ADERSON CAVALCANTE COELHO","CAPS I","RUA JOAQUIM ALVES DE CASTRO, 01 Bairro: JOAO FRANCISCO CEP: 76600000 Fone: 062 3371 7023"
510,GO,Indiara,"CAPS SOL INDIARA","CAPS I","RUA D DE JESUS, S/N Bairro: ALTO DA PRIMAVERA CEP: 75955000"
511,GO,Inhumas,"CAPS GOIABEIRA","CAPS I","RUA DR ANTONIO BALDUINO, 1950 Bairro: CENTRO CEP: 75400486"
512,GO,Ipameri,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS I","CAPS I","RUA DR JOAO SANTINONI, 03 Bairro: CENTRO CEP: 75780000 Fone: 64 3491-4201"
513,GO,Itaberaí,"CENTRO DE ATENCAO PSICOSSOCIAL RENASCER","CAPS I","AVENIDA DOM JOSE DE MASCARENHAS, S/N Bairro: VILA LEONOR CEP: 76630000 Fone: (62)33754082"
514,GO,Itapaci,"CENTRO DE ATENCAO PSICOSSOCIAL NEMEZIO DOS REIS NAVES","CAPS I","RUA SANTOS DUMONT, 121 Bairro: CENTRO CEP: 76360000 Fone: 6233611699"
515,GO,Itumbiara,"CAPS ITUMBIARA","CAPS I","AVENIDA EQUADOR, 13 Bairro: DOM VELOSO CEP: 75535420 Fone: (64) 3404-1388"
516,GO,Jaraguá,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","RUA SEVERINO LEITE DE BESSA, 646 Bairro: CENTRO CEP: 76330000"
517,GO,Jataí,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","CAPS II","CASTRO ALVES ESQ COM RUA 107, 3325 Bairro: S FERNANDES CEP: 75800970 Fone: 64 36361067"
518,GO,Luziânia,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","CAPS II","QD 54 LT 11, S/N Bairro: PARQUE ESTRELA DALVA CEP: 72800970 Fone: 61 3906 3333"
519,GO,Minaçu,"CAPS RENASCER","CAPS I","AV TOCANTINS QD 2 ANEXO 05 Q 02, S/N Bairro: VILA DE FURNAS CEP: 76450000 Fone: 62 3379-1881"
520,GO,Mineiros,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","AVENIDA DAS OLIVEIRAS, S/N Bairro: SETOR BOA VISTA CEP: 75830082"
521,GO,Morrinhos,"CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS MHOS","CAPS AD","AV DESEMBARGADOR SATURNINO SEBASTIAO DE AZEREDO, 22 Bairro: SETOR OESTE CEP: 75650000 Fone: 6434172026"
522,GO,Morrinhos,"CENTRO DE ATENCAO PSICOSSOCIAL DE MORRINHOS","CAPS I","AV COUTO DE MAGALHAES, 152 Bairro: CENTRO CEP: 75650000 Fone: 64 34135016"
523,GO,Nerópolis,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS I NEROPOLIS","CAPS I","RUA BF 01, S/N Bairro: BOTAFOGO CEP: 75460000 Fone: (62) 3908-1003"
524,GO,Niquelândia,"CENTRO DE ATENCAO PSCO SOCIAL","CAPS I","RUA 2, S/N Bairro: AGUAS CLARAS CEP: 76420000 Fone: (62)3542254"
525,GO,"Padre Bernardo","CENTRO DE ATENCAO PSICOSOCIAL CAPS","CAPS I","RUA BARRO ALTO QD 08 LT 08, 298 Bairro: CENTRO CEP: 73700000 Fone: (61)6331803"
526,GO,Palmelo,"CAPS EURIPEDES BARSANULFO","CAPS I","RUA ORESTES NUNES DA SILVA, S/N Bairro: CENTRO CEP: 75210000 Fone: 6436941366"
527,GO,Piracanjuba,"CAPS I CENTRO DE ATENCAO PSICOSSOCIAL REVIVER EM SANIDADE","CAPS I","AVENIDA EXPEDICIONARIO JOSE ELIAS REZENDE, 25 Bairro: CENTRO CEP: 75640000 Fone: 6434054022"
528,GO,Planaltina,"CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","QD 17, 31 Bairro: NORTE CEP: 73750010"
529,GO,Pontalina,"CAPS LUZ DA VIDA","CAPS I","AV BAHIA, S/N Bairro: DERGO CEP: 75620000"
530,GO,Porangatu,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","RUA CORONEL ANTONIO MARTINS, 33 Bairro: CENTRO CEP: 76550000 Fone: 06233625021"
531,GO,Quirinópolis,"CENTRO DE ATENCAO PSICOSSOCIAL DE QUIRINOPOLIS CAPS I","CAPS I","ADOLFO JOSE D ABADIA, 88 Bairro: CENTRO CEP: 75860000 Fone: (64) 9279-1673"
532,GO,"Rio Verde","CAPS AD","CAPS AD","RUA 6, 514 Bairro: VILA AMALIA CEP: 75901970 Fone: 6436202043"
533,GO,"Rio Verde","CAPS II","CAPS II","RUA DO CEDRO ESQ C ADAO MOTA, S/N Bairro: GAMELEIRA I CEP: 75912402 Fone: 64-36202111"
534,GO,Rubiataba,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","AV CARAIBA, 60 Bairro: CENTRO CEP: 76350000 Fone: 6233251367"
535,GO,"São Luís de Montes Belos","CENTRO DE ATENCAO PSICOSSOCIAL COLOMBINA NETO CERQUEIRA LEAO","CAPS I","RUA BAHIA, S/N Bairro: SETOR AEROPORTO CEP: 76100000 Fone: 6436717020"
536,GO,"São Miguel do Araguaia","CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","AVENIDA SAO PAULO, 666 Bairro: BOSQUE DA SAUDE CEP: 76590000"
537,GO,"Senador Canedo","CENTRO DE ATENCAO PSICOSOCIAL AD RECOMECO","CAPS AD","RUA 12 DE OUTUBRO, S/N Bairro: VILA SANTA ROSA CEP: 75251485 Fone: 62-32753099"
538,GO,"Senador Canedo","CENTRO DE ATENCAO PSICOSSOCIAL REENCONTRO","CAPS II","RUA JM 7, S/N Bairro: JARDIM DAS OLIVEIRAS CEP: 75256199 Fone: 062-3275-3735"
539,GO,Silvânia,RENASCER,"CAPS I","AVENIDA DOM BOSCO, S/N Bairro: CENTRO CEP: 75180000"
540,GO,"Três Ranchos","CAPS GILVANIA BERNADES SILVERIO","CAPS I","AV FRANCELINA MENDES COELHO, 252 Bairro: CENTRO CEP: 75720000"
541,GO,Trindade,"CAPS AD RENASCER","CAPS AD","RUA 9, 201 Bairro: VILA PADRE ETERNO CEP: 75388241 Fone: 3506-7058"
542,GO,Trindade,"CAPS CORACAO DE MAE","CAPS II","RUA 6, 126 Bairro: BAIRRO SANTUARIO CEP: 75388677 Fone: 35067099"
543,GO,Uruaçu,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA PORTO NACIONAL, 152 Bairro: CENTRO CEP: 76400000 Fone: 62 3357-3665"
544,GO,"Valparaíso de Goiás","CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","AVENIDA CENTRAL, S/N Bairro: CRUZEIRO DO SUL CEP: 72870001 Fone: 61.3627.1351"
545,MA,Açailândia,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS II","AVENIDA ADELINO ANDRADE, 09 Bairro: OURO VERDE CEP: 65930000"
546,MA,Alcântara,"CAPS ALCANTARA","CAPS I","GRANDE, 290 Bairro: CENTRO CEP: 65250000"
547,MA,"Alto Alegre do Pindaré","CENTRO DE ATENCAO PSICOSOCIAL DE ALTO ALEGRE DO PINDARE","CAPS I","RUA DA PAZ, S/N Bairro: NOVO CEP: 65398000"
548,MA,"Amarante do Maranhão","CENTRO DE AT PSICOSSOCIAL MANOEL SIRQ DE MATOS NEQUIM CAPS","CAPS I","RUA SAO JOSE DE RIBAMAR, S/N Bairro: CENTRO CEP: 65923000"
549,MA,Arari,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS I","CAPS I","RUA NOVO HORIZONTE, 6 Bairro: NOVO HORIZONTE CEP: 65480000"
550,MA,Bacabal,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","CAPS II","BR 316, S/N Bairro: AREIA CEP: 65700000"
551,MA,Balsas,"CENTRO DE ATENCAO PSICOSSOCIAL DE BALSAS CAPS III","CAPS I","RUA 16, S/N Bairro: SAO JOSE CEP: 65800000 Fone: (99)988565418"
552,MA,"Barra do Corda","CENTRO DE ATENCAO PSICOSSOCIAL DE BARRA DO CORDA","CAPS II","AV MISSIONARIO PERRYN SMITH, 59 Bairro: INCRA CEP: 65950000 Fone: (99)982786884"
553,MA,Barreirinhas,"CAPS I DE BARREIRINHAS","CAPS I","RUA JOAQUIM SOEIRO, 001 Bairro: CENTRO CEP: 65590000"
554,MA,"Bom Jardim","CAPS CENTRO DE APOIO PSICOSOCIAL DE BOM JARDIM","CAPS I","RUA SAO RAIMUNDO, 22 Bairro: CENTRO CEP: 65380000"
555,MA,Caxias,"CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGA","CAPS AD","RUA DO PARNASIO, 972 Bairro: SALOBRO CEP: 65609620"
556,MA,Caxias,"CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL","CAPS i","RUA MANOEL GONCALVES, 0 Bairro: CENTRO CEP: 65606450"
557,MA,Caxias,"CENTRO DE ATENCAO PSICOSSOCIAL DE CAXIAS III","CAPS III","2 TRAVESSA SAO FRANCISCO, 876 Bairro: SERIEMA CEP: 65602490"
558,MA,Chapadinha,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL DE CHAPADINHA II","CAPS II","AV SENADOR VITORINO FREIRE, S/N Bairro: TERRAS DURAS CEP: 65500000"
559,MA,Codó,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA 28 DE JULHO, S/N Bairro: CENTRO CEP: 65400000 Fone: (99)36612068"
560,MA,"Coelho Neto","CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS","CAPS AD","RUA TONICO COUTO, S/N Bairro: BONSUCESSO CEP: 65620000 Fone: 9834731101"
561,MA,"Coelho Neto","CENTRO DE ATENCAO PSICOSSOCIAL CAPS I","CAPS I","AV MAL COORDEIRO DE FARIAS, 2 Bairro: CENTRO CEP: 65620000 Fone: 98 3473 1170"
562,MA,Colinas,"CENTRO DE ATENCAO PSICO SOCIAL DR GENESIO RAMOS FILHO","CAPS I","DONA NISE, S/N Bairro: CENTRO CEP: 65690000 Fone: (99)35521221"
563,MA,Coroatá,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS II","TRAVESSA QUINTINO BOCAIUVA, S/N Bairro: CENTRO CEP: 65415000"
564,MA,Cururupu,"CENTRO DE ATENCAO PSICOSSOCIAL DE CURURUPU","CAPS I","RUA RIO BRANCO, S/N Bairro: CENTRO CEP: 65268000"
565,MA,"Dom Pedro","CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","AV GONCALVES DIAS, 1782 Bairro: CENTRO CEP: 65765000 Fone: 9836622360"
566,MA,Esperantinópolis,"CENTRO DE ATENCAO PSICOSSOCIAL GENTIL CARNEIRO LEITE","CAPS I","RUA COSTA E SILVA, S/N Bairro: CENTRO CEP: 65750000"
567,MA,Estreito,"CAPS I ANTONIO PAULO DA COSTA","CAPS I","RUA VIRIATO CORREA, 100 Bairro: CENTRO CEP: 65975000"
568,MA,"Governador Nunes Freire","CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA DA PAZ, 612 Bairro: VILA PARAIBA CEP: 65284000 Fone: (98)33712017"
569,MA,Grajaú,"CENTRO DE ATENCAO PSICOSSOCIAL DE GRAJAU CAPS","CAPS II","RUA BELA VISTA, S/N Bairro: RODOVIARIO CEP: 65940000"
570,MA,Guimarães,"CENTRO DE ATENDIMENTO PSICOSSOCIAL I NOSSA SRA APARECIDA","CAPS I","RUA SANTA MARTA, S/N Bairro: CENTRO CEP: 65255000 Fone: 33861439"
571,MA,Icatu,"CENTRO DE APOIO PSICOSSOCIAL SEVERIANO LIMA","CAPS I","POVOADO JUNCAL, S/N Bairro: BAIRRO CEP: 65170000 Fone: 09833621203"
572,MA,Imperatriz,"CAPSADIII CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS","CAPS AD","PRACA DILERMANO REIS, S/N Bairro: PQ ANHANGUERA CEP: 65901550"
573,MA,Imperatriz,"CAPSIJ CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL","CAPS i","PRACA DILERMANO REIS, 0 Bairro: PQ ANHANGUERA CEP: 65901550 Fone: (99)35249878"
574,MA,Imperatriz,"CAPSIII CENTRO DE ATENCAO PSICOSSOCIAL DE IMPERATRIZ","CAPS III","PRACA DA VIOLA, S/N Bairro: PARQUE ANHANGUERA CEP: 65901550"
575,MA,"João Lisboa","CENTRO DE ATENCAO PSICO SOCIAL DE JOAO LISBOA","CAPS I","RUA RAIMUNDO ARISTIDES, S/N Bairro: CENTRO CEP: 65922000 Fone: 99 3535 2544"
576,MA,"Lago da Pedra","CENTRO DE ATENCAO PSICOSSOCIAL DE LAGO DA PEDRA","CAPS I","RUA SETE, S/N Bairro: VILA WALDIR FILHO CEP: 65715000"
577,MA,Matinha,"CENTRO DE ATENCAO PSICOSSOCIAL ALBERTINA COSTA PENHA","CAPS I","AV MAJOR HERACLITO DA SILVA, S/N Bairro: CENTRO CEP: 65218000"
578,MA,Mirador,"CAPS I OSTERSON ANTONIO DE SOUSA","CAPS I","AVENIDA FRANCISCO LUIS DA FONSECA, 45 Bairro: MURICOCA CEP: 65850000"
579,MA,"Miranda do Norte","CENTRO DE ATENCAO PSICOSSOCIAL DE MIRANDA DO NORTE","CAPS I","AVENIDA DO COMERCIO, S/N Bairro: CENTRO CEP: 65495000 Fone: (98) 3464-1139"
580,MA,Mirinzal,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS MIRINZAL","CAPS I","RUA DO ALEGRE, S/N Bairro: ALEGRE CEP: 65265000 Fone: 9833991631"
581,MA,"Olinda Nova do Maranhão","CENTRO DE ATENCAO PSICOSSOCIAL DE OLINDA NOVA DO MA CAPS I","CAPS I","RUA CAPITAO ANTONIO SERRA FREITAS, S/N Bairro: CENTRO CEP: 65223000"
582,MA,"Paço do Lumiar","CENTRO DE ATENCAO PSICOSSOCIAL DE PACO DO LUMIAR","CAPS II","AVENIDA 14, S/N Bairro: MAIOBAO CEP: 65137000"
583,MA,Palmeirândia,"CENTRO DE ATENDIMENTO PSICOSSOCIAL DE PALMEIRANDIA CAPS I","CAPS I","AV 7 DE SETEMBRO, S/N Bairro: CENTRO CEP: 65238000"
584,MA,Parnarama,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA PEDREIRAS, S/N Bairro: CENTRO CEP: 65640000"
585,MA,"Pastos Bons","CAPS I PASTOS BONS","CAPS I","AVENIDA DOMINGOS SERTAO, S/N Bairro: SAO JOSE CEP: 65870000"
586,MA,Pedreiras,"CENTRO DE ATENCAO PSICOSSOCIAL DR ANTONIO BRAZ CAPS AD","CAPS AD","AVENIDA OTAVIO PASSOS, S/N Bairro: GOIABAL CEP: 65725000"
587,MA,Pedreiras,"CENTRO DE ATENCAO PSICOSSOCIAL NOSSA SENHORA DO GUADALUPE","CAPS II","RUA MANECO REGO, 747 Bairro: CENTRO CEP: 65725000 Fone: 9936423322"
588,MA,Penalva,"CENTRO DE ATENCAO PSICOSSOCIAL DE PENALVA","CAPS I","RUA GENTIL SILVA, S/N Bairro: CENTRO CEP: 65213000 Fone: (98)33581180"
589,MA,Pinheiro,"CENTRO DE ATENCAO PSICOSSOCIAL I I","CAPS II","RUA MAJOR JOSE GOMES, 36 Bairro: ANTIGO MATADOURO CEP: 65200000"
590,MA,"Poção de Pedras","CENTRO DE ATENCAO PSICOSSOCIAL LUZ DIVINA","CAPS I","RUA RIBEIRAO, S/N Bairro: CENTRO CEP: 65740000 Fone: (99) 6361192"
591,MA,"Porto Franco","CAPS CENTRO DE ATENCAO PSICOSSOCIAL DE PORTO FRANCO","CAPS I","RUA PARANA, 7 Bairro: VILA SAO FRANCISCO CEP: 65970000"
592,MA,"Presidente Dutra","CENTRO DE ATENDIMENTO PSICOSSOCIAL DE PRESIDENTE DUTRA","CAPS I","RUA GRACA ARANHA, 503 Bairro: CENTRO CEP: 65760000 Fone: 9936632468"
593,MA,Raposa,"CENTRO DE ATENCAO PSICOSSOCIAL DR HELENA MARIA D FERREIRA","CAPS I","RUA DA PAZ, 294 Bairro: CENTRO CEP: 65138000"
594,MA,Riachão,"CENTRO DE ATENCAO PSICOSSOCIAL AQUARELA CAPS I","CAPS I","PRACA SARGENTO OSWALDO, S/N Bairro: CENTENARIO CEP: 65990000"
595,MA,"Santa Inês","CAPS CENTRO DE ATENCAO PSICOSOCIAL ANTONIO SEBA SALOMAO","CAPS II","RUA LUIZ BARROS ELOUF, S/N Bairro: AEROPORTO CEP: 65302040"
596,MA,"Santa Rita","CENTRO DE ATENCAO PSICOSOCIAL DE SANTA RITA","CAPS I","RUA FERNANDO PESSOA, S/N Bairro: 5 ESTRELAS CEP: 65145000"
597,MA,"Santo Antônio dos Lopes","CENTRO DE ATENCAO PSICOSSOCIAL ANTONIO ROCHA","CAPS I","RUA SAO PEDRO, S/N Bairro: SANTA MADALENA CEP: 65730000"
598,MA,"São Bento","CENTRO DE ATENCAO PSICOSSOCIAL CAPS I SAO BENTO","CAPS I","TRAVESSA DA RUA NOVA, S/N Bairro: AEROPORTO CEP: 65235000 Fone: 098"
599,MA,"São Domingos do Maranhão","CENTRO DE ATENCAO PSICOSSOCIAL DE SAO DOMINGOS DO MA CAPS I","CAPS I","RUA 31 DE JANEIRO, S/N Bairro: CENTRO CEP: 65790000"
600,MA,"São João Batista","CENTRO DE ATENCAO PSICOSSOCIAL DR JOSE DOMINICE","CAPS I","RUA GETULIO VARGAS, S/N Bairro: CENTRO CEP: 65225000 Fone: 098"
601,MA,"São João do Soter","CENTRO DE ATENCAO PSICOSSOCIAL DE SAO JOAO DO SOTER CAPS I","CAPS I","AV ESPERANCA, S/N Bairro: CENTRO CEP: 65615000"
602,MA,"São João dos Patos","CENTRO DE ATENCAO PSICOSSOCIAL CAPS I","CAPS I","RUA GONCALVES MOREIRA, 151 Bairro: CENTRO CEP: 65665000 Fone: (99)35510104"
603,MA,"São José de Ribamar","CAPS CENTRO DE ATENCAO PSICOSSOCIAL DE SAO JOSE DE RIBAMAR","CAPS II","RUA SAO JUDAS TADEU, S/N Bairro: OITEIRO CEP: 65110000 Fone: 32242150"
604,MA,"São Luís","CAPS AD","CAPS AD","RUA MARTINS HOYER, 22 Bairro: FILIPINHO CEP: 65010000 Fone: (98) 3212-8462"
605,MA,"São Luís","CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD","CAPS AD","RUA CONDE D EU, 65 Bairro: MONTE CASTELO CEP: 65052100"
606,MA,"São Luís","CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA PROJETADA II, 11 Bairro: OLHO D AGUA CEP: 65067740 Fone: (98) 3212 2825"
607,MA,"São Luís","CAPS DR BACELAR VIANA CAPS III","CAPS III","AV GETULIO VARGAS, 2738 Bairro: MONTE CASTELO CEP: 65075130"
608,MA,"São Mateus do Maranhão","CENTRO DE ATENCAO PSICOSOCIAL DE SAO MATEUS","CAPS I","RUA DA PAZ, 27 Bairro: SERRARIA CEP: 65470000 Fone: 99 36390815"
609,MA,"São Vicente Ferrer","CENTRO DE ATENCAO PSICOSOCIAL IRMA ESTEFANIA","CAPS I","RUA DR PAULO RAMOS, S/N Bairro: CENTRO CEP: 65220000"
610,MA,Timbiras,"CENTRO DE ATENCAO PSICOSOCIAL CAPS I TIMBIRAS","CAPS I","RUA DA CITI II, S/N Bairro: ANJO DA GUARDA CEP: 65420000"
611,MA,Timon,"CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL PARA ALCOOL E DROGAS","CAPS AD","AVENIDA BENEDITO FERREIRA CAMPOS, 210 Bairro: PARQUE ALVORADA CEP: 65633280"
612,MA,Timon,"CAPSI CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL","CAPS i","AVENIDA GETULIO VARGAS, 280 Bairro: CENTRO CEP: 65631350"
613,MA,Timon,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA SAO JOAO, 550 Bairro: SAO BENEDITO CEP: 65636260"
614,MA,Tuntum,"CENTRO DE ATENCAO PSICOSSOCIAL DE TUNTUM","CAPS I","RUA BOA FE, S/N Bairro: TUNTUM DE CIMA CEP: 65763000"
615,MA,Viana,"CENTRO DE ATENCAO PSICOSSOCIAL DE VIANA CAPS I","CAPS I","PRACA DA MATRIZ, S/N Bairro: MATRIZ CEP: 65215000"
616,MA,"Vitória do Mearim","CAPS DE VITORIA DO MEARIM","CAPS I","AV CARLOS RAIMUNDO FIGUEIREDO, S/N Bairro: MANIJITUBA CEP: 65350000 Fone: (98)33522364"
617,MA,"Vitorino Freire","CENTRO DE ATENCAO PSICOSSOCIAL JUVENCIO RODRIGUES","CAPS I","RUA BELA VISTA, S/N Bairro: CENTRO CEP: 65320000 Fone: (98.) 36552614"
618,MA,"Zé Doca","CAPS II SANTA TEREZINHA","CAPS II","RUA ANTONIO GUILHERME, 155 Bairro: BAIRRO SANTA TEREZIN CEP: 65365000 Fone: 9836554551"
619,MG,"Abre Campo","CAPS I FRUTOS DO ESPIRITO SANTO AMOR PAZ E ALEGRIA","CAPS I","AVENIDA FRANCISCO NACIF, 26 Bairro: CENTRO 2 CEP: 35365000 Fone: 3138721133"
620,MG,"Águas Formosas","CENTRO DE ATENCAO PSICOSSOCIAL AD II AGUAS BELAS","CAPS AD","RUA JAIME MOREIRA DE ALMEIDA, 315 Bairro: CENTRO CEP: 39880000 Fone: (33) 3611 1524"
621,MG,"Águas Formosas","CENTRO DE ATENCAO PSICOSSOCIAL I PANDINHA","CAPS I","RUA WALDEMAR GOMES DA SILVA, 55 Bairro: BELA VISTA CEP: 39880000 Fone: (33) 3611 - 1524"
622,MG,Aimorés,"CAPS I OSKAR RIBEIRO DE CASTRO","CAPS I","PRACA OSKAR RIBEIRO DE CASTRO, S/N Bairro: CENTRO CEP: 35200000 Fone: 33 - 32672137"
623,MG,"Além Paraíba","CAPS I DE ALEM PARAIBA","CAPS I","RUA BARAO DE GUARAREMA, 249 Bairro: SAO JOSE CEP: 36660000 Fone: (32)34629630"
624,MG,Alfenas,CAPS,"CAPS II","RUA JOAO CAETANO SARAIVA, 512 Bairro: SANTOS REIS CEP: 37130330 Fone: (35)36982149"
625,MG,Almenara,CAPS,"CAPS I","AVENIDA OLINDO DE MIRANDA, 1713 Bairro: SAO PEDRO CEP: 39900000"
626,MG,Alpinópolis,"CENTRO DE ATENCAO PSICOSSOCIAL DAMIAO TADEU TOZZI CAPS DIA","CAPS I","RUA SEBASTIAO RIBEIRO, 13 Bairro: JARDIM BELA VISTA CEP: 37940000 Fone: 3535233259"
627,MG,Andradas,"CAPS MARIA DAS GRACAS COSTA","CAPS I","RUA OTAVIO BARBOSA, 29 Bairro: CENTRO CEP: 37795000 Fone: (35)37311989"
628,MG,Araçuaí,"CAPS AD ARACUAI","CAPS AD","DOM SERAFIM, 492 Bairro: CENTRO CEP: 39600000 Fone: 3337313059"
629,MG,Araçuaí,"SERVICO DE SAUDE MENTAL DE ARACUAI","CAPS II","RUA JOSE ANTONIO TANURE, 239 Bairro: ESPLANADA CEP: 39600000"
630,MG,Araguari,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA MANOEL DA CRUZ POVOA, 100 Bairro: INDUSTRIAL CEP: 38440070 Fone: 34-3690-3235"
631,MG,Araxá,"CAPS II MARIA PIROLA","CAPS II","RUA ARGENITA, 570 Bairro: SANTO ANTONIO CEP: 38182130 Fone: (34) 3691-7137"
632,MG,Arcos,"CAPS I DE ARCOS","CAPS I","AVENIDA NOSSA SENHORA DO CARMO, 207 Bairro: SANTO ANTONIO CEP: 35588000 Fone: 37 3351-6366"
633,MG,Bambuí,"NUCLEO DE ATENCAO EM SAUDE MENTAL DE BAMBUI","CAPS I","RUA SETE DE SETEMBRO, 105 Bairro: CENTRO CEP: 38900000 Fone: 37.3431.3840"
634,MG,"Barão de Cocais","CAPS CENTRO DE ATENCAO PSICOSSOCIAL TIPO I","CAPS I","AVENIDA WILSON ALVARENGA DE OLIVEIRA, 1381 Bairro: VIUVA CEP: 35970000"
635,MG,Barbacena,"CAPS AD III","CAPS AD III","RUA JACIR ALBERTO BAGETO, 35 Bairro: GROGOTO CEP: 36200094 Fone: 3233392085"
636,MG,Barbacena,"CAPS CENTRO DE ATENCAO PSICOSOCIAL","CAPS III","RIO DE JANEIRO, 32 Bairro: CENTRO CEP: 36205336 Fone: (32)33392159"
637,MG,"Belo Horizonte","CERSAM AD CENTRO SUL CMT FHEMIG","CAPS AD","AL EZEQUIEL DIAS, 365 Bairro: SANTA EFIGENIA CEP: 30130110 Fone: (31)3217.9000"
638,MG,"Belo Horizonte","CERSAM AD BARREIRO","CAPS AD III","RUA BARAO DE MONTE ALTO, 211 Bairro: CARDOSO CEP: 30626480 Fone: 32773632"
639,MG,"Belo Horizonte","CERSAM AD VENDA NOVA","CAPS AD III","PRACA JOSE BELEM BARBOSA, 255 Bairro: SAO JOAO BATISTA CEP: 31744623 Fone: 32771573"
640,MG,"Belo Horizonte","CERSAMI NOROESTE","CAPS i","RUA MANHUMIRIM, 415 Bairro: PADRE EUSTAQUIO CEP: 30720070 Fone: 32777227"
641,MG,"Belo Horizonte","CERSAM NORDESTE","CAPS III","PRACA TREZE DE MAIO, S/N Bairro: NOVA FLORESTA CEP: 31140480 Fone: (31)32779057"
642,MG,"Belo Horizonte","CERSAM BARREIRO","CAPS III","RUA DESEMBARGADOR RIBEIRO DA LUZ, 29 Bairro: BARREIRO DE BAIXO CEP: 30640040 Fone: 32775902"
643,MG,"Belo Horizonte","CERSAM LESTE","CAPS III","RUA PIRITE, 150 Bairro: SANTA TEREZA CEP: 31010420 Fone: 32779055"
644,MG,"Belo Horizonte","CERSAM PAMPULHA","CAPS III","RUA DO MEL, 77 Bairro: JARDIM ATLANTICO CEP: 31560060 Fone: (31)32777918"
645,MG,"Belo Horizonte","CERSAM OESTE","CAPS III","RUA OSCAR TROMPOWSKY, 1325 Bairro: GRAJAU CEP: 30431177 Fone: (31)32779601"
646,MG,"Belo Horizonte","CERSAM NOROESTE","CAPS III","RUA CAMARUGI, 10 Bairro: CARLOS PRATES CEP: 30431191 Fone: 32777216"
647,MG,"Belo Horizonte","CERSAM VENDA NOVA","CAPS III","RUA DOS CANOEIROS, 320 Bairro: SANTA MONICA CEP: 31530230 Fone: (31)32775432"
